5298738199,1
519314692,1
54343349,1
5390178618,1
585623029,1
561803446,1
10377482752,1
433901636,1
1394389603,1
5377853601,1
3151576209,1
1154414328,1
820802696,1
568856012,1
5102334398,1
5124369917,1
369355206,1
514682792,1
561693704,1
366970751,1
434416223,1
1153249256,1
590339576,1
1153356836,1
575375633,1
3426889151,1
819235510,1
5413139988,1
1154028017,1
54332731,1
5119855064,1
595919899,1
5442989192,1
107274744,1
3116268662,1
824913869,1
733976875,1
814048188,1
8424155026,1
56684156,1
5418579898,1
55198806,1
86823933,1
7402737492,1
131114878,1
5121222525,1
5108554385,1
7396155145,1
493953694,1
593319203,1
59515319,1
639526727,1
610860797,1
1129839899,1
1152627591,1
585298570,1
582514138,1
567070340,1
562189951,1
573783158,1
750782133,1
89393028,1
1010485816,1
561895328,1
518301092,1
5121811037,1
756857231,1
1154047992,1
332641501,1
1152431834,1
754906027,1
746480098,1
576962798,1
747125281,1
65839616,1
449283193,1
5122085390,1
10426423297,1
3151985522,1
515238117,1
449282189,1
814374990,1
823530506,1
827111679,1
567396202,1
311976773,1
817672221,1
88899136,1
612315162,1
86160972,1
1154341118,1
440412820,1
10152572415,1
566163178,1
512043455,1
5440490544,1
1152831337,1
732051503,1
746852513,1
810496230,1
1022041166,1
7426755515,1
5385645125,1
524689202,1
7444091683,1
587480803,1
1150678066,1
751516087,1
1032831465,1
635208844,1
432788575,1
1152635157,1
438747722,1
582650010,1
634381914,1
1131900524,1
336103617,1
389846569,1
10423817589,1
635213433,1
4438101754,1
517159909,1
455995346,1
5121500415,1
10448301772,1
6378021961,1
4443844876,1
366971651,1
823330362,1
575013014,1
344990177,1
759763413,1
109486418,1
5112989915,1
6165052947,1
58198424,1
732818709,1
572087876,1
59495678,1
1152703192,1
1150421291,1
435578795,1
817465127,1
520615929,1
511471261,1
131704412,1
7381463960,1
5436003797,1
55703331,1
469207852,1
463553338,1
3403646374,1
435317470,1
1153814945,1
565250225,1
1433985624,1
620331395,1
749235064,1
108357712,1
638253679,1
444061715,1
1060033697,1
4434040426,1
4391634626,1
345694287,1
567451418,1
512643670,1
5113467735,1
599597311,1
85291343,1
87088998,1
5114988613,1
416860792,1
638060325,1
6386182368,1
815200174,1
3101623754,1
445825491,1
1153643581,1
511479491,1
512644714,1
590894402,1
571173630,1
10445829432,1
564289301,1
810817267,1
1034961977,1
85919612,1
8444206626,1
462308280,1
360045233,1
820961941,1
332855277,1
46887836,1
1152464846,1
578871907,1
5394984443,1
380071533,1
5417863967,1
752791290,1
566237064,1
1154288451,1
826748073,1
6418216355,1
1034951374,1
1010245558,1
810793307,1
5384615418,1
57689647,1
6432625661,1
8165508880,1
516771138,1
1413710992,1
368099745,1
3406981847,1
3404159982,1
84451926,1
471497567,1
5104696094,1
820756247,1
7296989436,1
1154266545,1
511669556,1
758523498,1
644050368,1
752675977,1
1045132343,1
752787007,1
5402078130,1
815387742,1
436610836,1
587320308,1
1153250796,1
450201551,1
378083939,1
1414239576,1
1011107361,1
57678941,1
1031735460,1
511829081,1
335840898,1
636826125,1
521402244,1
1153566067,1
57032126,1
746724145,1
481323020,1
1083084066,1
511839022,1
723439095,1
318797608,1
3151632633,1
636031560,1
1153607357,1
359963997,1
563179697,1
1135289763,1
439544845,1
566371983,1
1011423264,1
378163053,1
1152920177,1
566218895,1
1436713207,1
644142415,1
515782849,1
6393779329,1
465578324,1
454365266,1
1148122663,1
7397727075,1
570916800,1
3421801115,1
564237681,1
520634651,0
1440396789,1
749569734,1
4424641614,1
1034299186,1
746344084,1
1153472360,0
3151795408,1
1011258304,1
569967138,1
416306762,1
519587892,1
8436188741,0
8413414778,1
373206967,1
1140749489,1
453086075,1
7401065239,0
371798976,1
10383895919,1
366863977,0
56664043,1
87407483,0
1407136736,1
330764297,1
748175393,1
810984443,0
815431318,0
510283919,1
1038153232,1
6429084444,0
8428094677,1
827583343,1
433192508,1
824053081,1
3151440332,0
488646466,1
813576150,1
4102944045,0
7395006340,1
323770023,1
518915241,1
474177647,1
569751203,1
1444392563,1
8423402248,1
7389851469,1
813070174,1
1152779890,0
815311519,1
1154275391,1
585059442,1
5214027531,0
5101836915,1
1148349212,0
456349248,1
3151539269,0
8398159823,1
723997727,1
384357996,1
105864972,1
510936863,0
3166038966,1
7220089035,1
5113754912,0
1016731443,1
1153386087,0
10447189465,1
1124790615,1
364888659,1
813552018,1
623062987,0
89429237,1
10414156179,0
3100821720,1
5389093163,0
644179228,0
519926644,0
5404418706,1
3151973924,0
5417419840,0
105942024,1
5386425187,1
3388017452,0
561734466,1
528519441,0
528547268,0
520990537,0
1154024764,1
1153162758,1
3426024787,0
4422769531,1
1379283941,1
374646591,1
6165078647,1
1380581873,0
754636135,0
819079689,0
1153866326,1
1010992696,0
5123220269,1
519600888,1
429631484,0
816413549,1
817713524,0
6441099978,0
567500572,0
4106018346,1
416868441,0
819858125,0
645368392,0
811442261,1
3441597897,0
1442583965,1
746201042,0
5409945231,0
819025916,1
1153764594,0
817406047,1
7403368032,0
10412975262,1
637745794,1
1148053641,0
5114819101,0
1436835899,1
1037715907,1
8441148217,0
5104829337,0
443375005,0
89110680,1
521767943,0
411206215,0
57161053,1
734050789,0
451336658,0
632826157,0
647038692,0
5116837198,0
732219353,0
45915677,0
520272422,0
734441518,1
732309314,0
311978981,0
4411234737,1
570711607,1
1153947645,1
491046318,0
362693799,0
5439346831,1
530911159,0
5400727981,1
1153047180,0
1044610870,1
522117604,0
363850061,0
4428520940,0
723428946,0
394872169,0
565226960,0
623630293,1
576489641,1
373023579,0
523548380,0
577070620,0
4394965769,0
10388924314,0
444794710,1
633730563,0
563377867,0
1152753265,0
7393545062,1
564057010,0
3151653265,0
10444178299,0
817703349,1
733203399,0
1127395753,0
567220413,0
47114462,0
739111839,1
1154207262,0
719654000,0
1152671639,0
576500423,1
87654334,0
5124147008,1
5122941655,0
1152570649,0
87651171,0
3382178021,1
366877564,1
567501645,1
76991911,0
370495363,0
7412692621,1
5410841674,0
648871943,0
815302602,0
1152893771,1
1149101299,0
1152740812,0
334368647,0
569594259,0
440799371,0
57045149,1
1047147990,0
4300037059,1
1423285814,0
88183164,0
1153330070,0
610856881,0
3441923244,0
7299725323,0
590234972,0
1129632576,0
58056703,0
1154426333,0
1143670997,0
429630945,1
637938977,1
561783728,1
77983236,1
1016506662,0
395531999,0
722875584,0
131694581,2
5102079975,2
467834846,2
361117544,2
1146057651,2
415845062,2
439780201,2
10430387384,2
1039979960,2
469992840,2
5110691353,2
5124197749,2
8428404601,2
1050020461,2
17610098,2
1140782166,2
75547301,2
757589016,2
1022627031,2
3380103803,2
421051445,2
89484680,2
1137257584,2
759600286,2
1153778498,2
1297226454,2
491292904,2
345839297,2
5297636041,2
3406582998,2
10134046027,2
757417347,2
371775043,2
1020433176,2
483671792,2
1020526497,2
590542633,2
10154173096,2
726166606,2
4406432050,2
106417551,2
637852522,2
7451375042,2
486218951,2
1147763272,2
475604382,2
86837477,2
634224676,2
1137118664,2
1032588751,2
1056759577,2
433565247,2
1144006556,2
1125132138,2
131691876,2
5107627550,2
5102259152,2
109133858,2
4407442910,2
10428646178,2
4403485157,2
596387501,2
3101458107,2
4380523507,2
1045868360,2
1413840662,2
1026493662,2
5414311702,2
632671364,2
8164013236,2
1148327764,2
732554582,2
4430809956,2
3152067259,2
106158139,2
5124267589,2
1384840138,2
3393578480,2
1031903991,2
562147861,2
3213137986,2
1394123150,2
3112614260,2
3213736042,2
378032006,2
1125779128,2
7212804058,2
1153546801,2
734439084,2
111955072,2
479658681,2
10297034714,2
1153465103,2
1135941525,2
10448455414,2
1042538326,2
5119531456,2
387047113,2
462292025,2
1387458262,2
751020471,2
